Source_Port,Destination_Port,Protocol,Packet_Size,Connection_Duration_ms,Failed_Login_Attempts,Malware_Signature_Detected,Is_Attack
30759,5012,ICMP,472,51281,5,0,0
39536,8035,UDP,1313,25019,7,0,1
38687,2901,TCP,175,6121,9,1,0
34895,7245,TCP,1263,32438,11,1,1
24067,7447,UDP,489,10403,3,1,0
51659,4210,ICMP,1360,49687,4,0,0
43428,6893,TCP,1071,56099,0,0,0
19940,4052,ICMP,982,6827,12,0,0
22972,7709,ICMP,665,45059,14,1,0
33499,8796,TCP,318,9530,14,1,0
25816,5436,UDP,1470,50947,11,1,0
6740,416,UDP,138,10528,8,1,1
58571,6050,ICMP,1213,50603,10,1,0
31806,3857,TCP,509,19407,2,0,0
36005,3018,ICMP,1063,10425,9,1,0
15687,6401,ICMP,1301,2877,9,1,1
50135,5655,TCP,539,5026,6,0,0
64771,6235,UDP,1112,25491,2,1,1
64204,4970,UDP,288,46599,9,0,1
56339,8771,TCP,1323,37498,7,1,0
29493,7561,ICMP,1438,26764,7,1,1
63952,4750,ICMP,408,17609,8,0,1
6394,3950,UDP,1137,59127,6,0,0
63093,908,ICMP,298,37477,5,1,1
59373,8403,ICMP,790,3338,1,0,0
5574,2244,UDP,981,29230,7,0,1
64756,5719,UDP,665,52714,5,1,1
17019,6855,UDP,1133,54218,11,0,0
62050,8131,ICMP,335,39442,6,1,1
22303,5324,UDP,279,13866,11,1,1
35792,8108,UDP,582,15793,2,1,0
6655,6959,TCP,558,53912,6,1,1
13666,3307,TCP,1107,56166,7,0,1
41737,431,TCP,192,13672,7,0,0
18141,4591,UDP,1058,19217,5,0,0
6176,7305,UDP,471,28051,8,1,1
35292,5697,ICMP,652,6728,7,1,0
30781,676,TCP,1098,59399,2,1,1
18953,2132,ICMP,168,45876,8,1,0
42759,4982,TCP,1151,57143,9,1,0
62187,2622,TCP,375,46404,4,0,0
26516,8038,UDP,1000,2672,4,0,0
5306,4965,UDP,889,58873,12,1,1
21223,3818,TCP,304,15197,4,0,0
58515,4990,ICMP,856,27419,8,0,1
41112,4880,TCP,586,23863,2,0,1
22376,2898,TCP,147,2803,8,1,1
28917,6019,UDP,552,29813,1,1,0
65252,6777,UDP,755,37858,14,1,1
51311,440,UDP,965,16367,12,0,0
40179,7334,TCP,1243,22641,0,1,0
45888,6652,ICMP,379,29160,11,0,0
62206,4190,UDP,147,11905,12,1,1
32325,6843,UDP,64,53386,4,0,1
28924,5429,UDP,415,15780,4,0,0
18306,2957,TCP,1233,54111,13,1,0
16186,2510,TCP,1099,52767,7,0,0
57666,485,UDP,109,53477,0,0,0
58276,8114,ICMP,760,41266,6,0,1
35388,6634,ICMP,1367,44209,13,0,1
17856,4335,UDP,369,50968,9,1,1
51728,8459,ICMP,707,54501,8,1,0
57429,2858,UDP,1183,44337,12,0,0
59999,3938,TCP,1463,23240,6,1,0
40732,40,TCP,1033,28676,4,1,0
38415,1843,TCP,856,16834,2,1,0
16112,2989,ICMP,825,11938,6,1,0
5590,4852,ICMP,739,38619,10,1,0
33227,6918,TCP,282,25722,2,1,1
33423,6703,TCP,257,54243,9,1,0
17236,5368,TCP,107,56885,14,0,1
12568,7455,TCP,1425,41941,6,0,0
43521,2985,TCP,1015,27889,7,1,0
60140,5090,UDP,1167,26267,14,0,0
14589,4907,ICMP,612,41272,11,1,1
60449,869,TCP,417,9010,10,0,0
18728,7685,UDP,1103,55973,10,1,1
31981,5019,ICMP,612,42101,12,0,0
61037,866,ICMP,1266,17959,9,0,0
52637,3534,ICMP,1447,20423,6,1,1
5744,8840,UDP,72,10906,5,1,1
26220,8349,TCP,1329,45490,6,0,0
25164,6843,UDP,221,23797,1,0,0
9762,8698,UDP,769,23611,7,0,0
18280,5498,TCP,171,11305,12,1,0
37690,520,ICMP,433,26693,8,1,0
25546,2010,UDP,1114,34444,11,1,0
32647,6620,UDP,959,46170,0,1,1
18145,1845,UDP,1103,34526,0,0,1
19100,5270,ICMP,400,2943,14,1,0
38621,8524,ICMP,809,11375,3,1,1
46188,8799,ICMP,1248,2193,6,1,0
16590,1437,ICMP,262,9710,6,0,0
4509,6899,ICMP,752,24635,7,1,0
37115,294,ICMP,1090,21425,0,1,0
18649,314,TCP,361,11511,12,0,0
15039,3591,TCP,466,28761,3,0,1
52575,7680,ICMP,198,6910,8,0,1
1368,7396,TCP,1168,46112,2,0,0
56687,6952,ICMP,653,11004,14,0,0
18792,362,UDP,105,22803,5,0,0
61461,4400,ICMP,1109,32948,7,1,0
25500,4399,ICMP,1230,29001,5,1,0
28085,2487,ICMP,378,3652,9,0,0
56241,1483,TCP,1273,40710,1,1,1
30931,1467,ICMP,747,18022,2,0,0
11430,2541,TCP,608,49068,7,0,0
11654,2617,TCP,535,46,2,0,1
20177,6252,TCP,44,33726,10,1,1
13406,5952,UDP,1133,49827,2,1,0
56036,8130,TCP,577,53196,1,0,0
11972,4128,UDP,910,38082,8,1,1
5456,4351,ICMP,1058,18887,1,1,1
27686,5002,TCP,843,56312,1,1,0
22094,6004,ICMP,480,35950,7,0,1
12933,6659,TCP,1010,50907,13,0,0
46832,1343,TCP,777,41162,6,1,1
16866,5530,UDP,922,56100,13,1,0
63676,1545,UDP,93,41293,9,0,1
53926,7448,ICMP,361,52200,6,1,0
64838,4581,ICMP,614,35928,4,0,0
60682,4535,ICMP,291,56596,4,1,0
31183,5653,TCP,1094,18339,5,1,0
56147,6938,UDP,1486,55670,3,1,1
13061,8730,TCP,631,17589,8,1,0
43561,2486,TCP,1021,50370,5,0,1
12206,5465,ICMP,1204,26879,14,1,0
51690,2696,UDP,128,31109,11,1,0
18597,7533,TCP,597,33175,5,0,0
21690,8497,UDP,323,15833,7,0,0
52790,6284,ICMP,1284,36374,6,0,0
16476,5841,TCP,1373,12129,0,1,1
37707,7623,UDP,1159,25414,9,1,1
18058,4261,TCP,1043,10393,14,1,1
33657,2236,ICMP,138,17190,0,0,1
61302,8440,UDP,1036,4954,11,1,1
60044,5321,ICMP,1260,13386,13,0,0
59324,3988,UDP,456,42066,12,0,0
11228,2561,ICMP,1019,26383,14,0,1
50591,1812,ICMP,645,2561,8,0,0
46786,7748,ICMP,529,49035,7,1,0
37759,487,TCP,883,46421,1,1,1
55667,2661,UDP,431,48374,13,0,1
39642,8014,TCP,775,15401,0,1,0
47754,4649,ICMP,461,19091,7,1,0
16985,1849,ICMP,129,1139,7,1,1
58798,7027,TCP,128,29439,5,0,1
21507,7178,ICMP,1372,56378,11,0,0
23857,5931,ICMP,266,58707,14,0,0
59397,6048,ICMP,225,36949,0,1,0
16994,6618,ICMP,547,48998,0,0,1
27650,517,ICMP,581,23842,6,1,1
44009,5414,UDP,704,9666,9,1,1
58143,4041,TCP,658,12854,7,0,0
13972,6880,UDP,59,36309,9,0,1
36812,8279,UDP,803,22964,8,1,1
9336,7777,TCP,260,18192,0,1,0
51093,6344,ICMP,390,18973,1,1,0
13731,2957,UDP,68,29752,4,1,0
24973,851,UDP,1482,19315,5,1,0
18689,1691,ICMP,171,11493,12,0,0
20938,4373,TCP,235,56115,4,0,0
36228,4543,UDP,59,49013,9,1,0
34582,8278,TCP,301,7460,1,0,1
19384,3323,TCP,469,54538,1,1,1
20449,2436,TCP,418,48852,0,0,0
18918,5596,ICMP,452,52479,11,1,1
42150,4424,UDP,1214,4805,0,0,1
54238,7422,ICMP,986,39235,0,0,0
4044,3010,TCP,469,29354,2,1,0
42206,3509,TCP,1131,29245,7,1,0
26536,4096,TCP,387,42813,2,0,1
22742,4674,UDP,118,48597,4,1,0
49217,8073,TCP,290,42812,9,0,0
11880,8874,UDP,76,34307,5,0,0
2251,8218,ICMP,260,26790,7,1,0
50429,5490,ICMP,872,23421,13,1,0
4317,3879,ICMP,1479,58069,14,1,1
55027,250,ICMP,589,31532,9,1,0
40892,104,ICMP,240,10664,7,0,0
55746,7347,ICMP,779,32852,11,1,0
51710,2203,ICMP,751,22733,11,0,0
46157,3051,TCP,1109,57521,5,0,0
59187,6367,UDP,985,53918,11,1,0
23940,8404,UDP,823,52416,11,1,0
37363,5383,UDP,938,39187,13,1,0
53045,662,ICMP,884,19510,9,0,1
21948,6393,ICMP,1312,33128,12,0,1
10063,6610,UDP,817,55710,5,1,0
2036,7613,ICMP,1044,36313,3,0,0
53458,5714,ICMP,234,35275,5,1,1
29432,8382,ICMP,977,9527,9,0,1
61973,8412,ICMP,1246,48622,13,1,1
65012,7687,UDP,912,22542,9,0,1
54413,1945,ICMP,495,52564,13,1,0
39801,1182,ICMP,1120,18371,4,1,0
12648,8065,UDP,636,38705,2,1,1
45523,413,UDP,570,44160,5,1,0
57632,7875,TCP,273,6450,8,1,0
36806,6102,ICMP,556,12680,10,1,0
20667,456,ICMP,1074,16955,12,0,0
49921,2829,TCP,681,5183,6,1,1
61958,8619,UDP,772,47981,13,0,0
43435,965,UDP,968,29791,4,1,1
49496,6170,ICMP,990,35187,1,1,0
58701,427,ICMP,1422,50701,5,0,0
51740,4740,ICMP,813,1398,10,1,0
51204,3767,ICMP,994,17829,14,0,1
1503,8027,UDP,394,45063,13,1,1
57617,1239,UDP,754,37584,12,1,1
24276,5086,ICMP,499,51130,14,1,1
15352,2746,TCP,659,43441,3,0,0
14830,4214,UDP,772,5996,6,0,1
7205,5320,UDP,630,25690,0,0,0
52482,4275,TCP,411,46536,9,1,0
43874,7360,TCP,1042,16689,7,0,1
23245,4716,UDP,456,49799,5,0,1
3459,4674,TCP,1029,24426,5,0,0
31660,3998,ICMP,504,10207,0,0,0
27454,3603,UDP,950,15849,5,0,1
19175,4061,TCP,1179,35004,1,0,0
50022,3691,ICMP,1043,19715,6,0,0
36086,1174,ICMP,801,15779,3,1,0
8913,1859,TCP,1460,7849,6,0,0
53469,324,TCP,295,41011,11,1,0
59939,8063,ICMP,924,59218,12,1,0
59468,4516,UDP,678,36190,0,0,1
56364,3403,TCP,1044,43827,3,0,1
29747,5070,TCP,1400,25295,13,0,0
52268,2090,ICMP,739,42828,9,1,0
42230,8668,TCP,310,44446,11,1,1
53660,4060,TCP,1391,40971,14,0,0
50892,3902,ICMP,1235,14780,2,1,0
44285,543,TCP,679,29914,5,0,0
12074,4362,ICMP,998,50678,5,1,0
60480,8669,UDP,374,31921,9,1,0
3289,6186,ICMP,50,10455,5,1,1
60070,3546,ICMP,440,24974,0,0,1
20760,2781,TCP,53,3402,2,0,0
38302,1760,ICMP,366,31627,0,1,0
40536,4432,TCP,780,23875,3,1,1
33191,5123,UDP,1250,27683,4,1,0
6690,183,ICMP,571,11495,3,0,0
21598,3760,TCP,873,66,12,0,0
17610,6780,UDP,252,14425,3,1,0
56926,2534,TCP,473,12716,7,0,0
52110,8148,ICMP,642,23010,9,0,1
40508,7824,UDP,667,20910,9,1,0
56552,7831,TCP,389,48568,13,1,0
52943,7619,UDP,1374,22773,10,1,0
61997,3236,TCP,1297,25831,2,1,1
22849,1477,UDP,848,14564,8,1,0
4864,2715,TCP,580,53514,3,0,0
2977,4992,UDP,598,10385,2,1,1
28883,4448,UDP,905,19955,14,1,1
27875,5898,UDP,51,21499,4,1,1
4791,5829,UDP,1441,55774,2,1,0
31038,8995,UDP,340,13852,1,1,1
35402,3550,UDP,569,24284,8,1,0
58125,4344,UDP,541,12566,6,1,1
14653,398,UDP,85,55286,14,1,1
12822,3625,TCP,1227,28100,5,0,0
55365,7753,TCP,1173,53046,1,0,0
13583,6327,TCP,433,58703,11,1,0
61346,8818,UDP,845,18037,7,0,0
54680,4524,ICMP,198,2917,9,1,0
42080,3486,ICMP,591,43024,14,0,0
65485,2690,ICMP,535,4210,9,0,0
2841,8907,ICMP,510,45160,10,1,0
62625,7474,ICMP,376,2921,0,1,1
37472,8310,TCP,1218,227,2,1,0
48547,2231,UDP,843,44906,0,0,0
53219,6665,TCP,891,33197,5,0,0
49937,5172,UDP,366,7720,1,1,1
5309,7859,ICMP,396,5601,4,1,0
39770,8038,TCP,1000,55307,2,0,1
36714,4712,ICMP,560,10216,7,1,0
58422,5060,TCP,761,21357,11,0,0
37536,4554,ICMP,747,36346,8,1,0
50969,6856,ICMP,1056,21479,11,1,1
13127,7051,UDP,615,707,11,0,1
40958,285,UDP,88,55192,11,0,0
10059,8579,TCP,679,11432,8,1,1
6274,3677,TCP,237,15313,11,1,0
62725,1134,ICMP,1340,32962,11,1,0
4452,40,UDP,495,1595,5,1,1
13912,2642,TCP,208,3542,14,0,1
45260,880,ICMP,258,15612,8,1,1
44172,523,TCP,93,48920,13,0,1
18779,7607,UDP,378,19299,1,1,0
10620,8063,ICMP,1220,11136,4,0,1
28567,7462,UDP,1079,10907,7,1,0
16395,6147,TCP,262,26718,11,0,1
42442,3919,ICMP,153,56323,14,1,1
50181,3158,ICMP,348,11509,13,1,1
44711,3744,UDP,691,52847,7,0,0
38895,6360,UDP,400,11724,8,0,1
32040,2916,TCP,694,49584,0,1,1
16475,6790,UDP,773,34437,8,0,1
35159,3698,UDP,1227,9568,12,0,1
45502,3758,TCP,990,32990,14,0,0
58474,1075,UDP,663,34653,8,0,0
2958,8945,UDP,1340,20549,13,1,0
4299,6543,ICMP,91,21447,12,1,0
16804,1681,TCP,667,9510,1,0,0
20648,8217,TCP,198,29911,4,0,1
8737,5812,UDP,414,46443,10,0,0
17280,8004,UDP,576,20814,13,1,0
64989,7209,TCP,1181,11708,9,0,1
30112,3266,ICMP,1228,20359,6,1,1
9352,8055,ICMP,1334,57379,6,1,0
2590,8738,TCP,1121,4039,14,0,0
60944,7178,TCP,514,22631,7,0,0
11767,4784,UDP,709,45375,9,1,0
20192,5105,ICMP,1033,38363,6,1,1
8308,7859,TCP,144,18317,14,0,1
52990,8203,UDP,851,53817,6,0,0
42282,686,UDP,1152,26968,2,0,0
46628,2326,ICMP,1350,41289,8,1,0
6817,997,UDP,442,27352,0,1,1
14369,7620,ICMP,436,38487,7,1,0
4681,8601,TCP,995,23692,2,1,1
25332,8765,UDP,1133,33504,0,1,0
38120,1884,ICMP,1367,3847,3,1,1
10130,2924,ICMP,201,56418,5,1,0
60838,4715,TCP,758,53564,1,1,1
62884,6285,TCP,782,20509,6,1,1
16692,7265,UDP,46,18456,0,1,1
30673,3535,ICMP,1253,19305,1,0,0
28015,1903,TCP,454,36257,3,0,0
14597,1050,UDP,1372,58658,2,1,0
62213,430,TCP,718,49965,6,1,1
59386,1820,UDP,285,8307,12,1,1
11581,8641,TCP,219,57332,8,1,1
36590,4456,UDP,972,1465,0,0,0
53174,1288,TCP,1466,18051,2,0,0
44576,6383,UDP,694,8117,8,1,1
30934,3533,TCP,244,53611,2,1,0
57571,339,UDP,176,47808,5,1,0
24076,3948,ICMP,1364,875,14,0,1
15349,8340,UDP,434,59477,6,1,1
39555,5494,UDP,1104,33553,7,1,1
21141,2733,ICMP,1348,9182,4,1,0
39152,2611,UDP,289,50056,11,1,0
40545,7334,ICMP,1388,20484,1,1,1
11002,4612,ICMP,43,22340,1,1,1
34255,7282,UDP,619,53325,4,0,0
61849,7505,UDP,717,32243,12,1,1
2530,8293,UDP,1135,56953,9,1,0
53019,284,ICMP,368,3542,11,0,1
41520,8395,ICMP,1030,24416,10,1,0
38251,6927,UDP,547,47815,5,1,0
59259,7875,TCP,750,40853,14,0,0
62469,2880,ICMP,600,24049,8,0,1
40201,393,UDP,540,41611,13,0,0
37694,6746,TCP,1230,52319,2,1,1
58713,1857,ICMP,1001,19390,10,1,1
7209,4507,TCP,541,53,10,0,0
28719,6291,TCP,1474,1260,7,1,1
41060,6595,TCP,466,18744,13,1,0
8826,59,UDP,513,35173,2,0,0
20982,4346,TCP,212,35588,3,0,1
25090,6704,UDP,1151,39321,13,1,1
1806,4186,ICMP,785,18776,2,0,0
8785,406,ICMP,391,37626,1,0,0
47894,8649,ICMP,842,12314,5,0,1
13452,7701,UDP,1184,28707,9,1,1
25907,6129,UDP,335,37199,6,1,1
35972,6386,ICMP,904,36570,1,1,0
1669,2914,TCP,346,54286,2,0,0
1069,3710,UDP,736,4833,10,1,0
40406,8028,TCP,101,7072,2,0,0
27612,2297,TCP,337,15463,11,1,0
65518,1434,ICMP,1244,31935,4,1,0
16965,3646,UDP,1336,46013,0,1,0
51754,8702,ICMP,166,42698,7,0,0
49297,5913,UDP,347,41045,11,1,1
42666,1654,ICMP,1023,21573,10,0,1
20237,2256,TCP,111,8797,3,1,0
57953,6922,ICMP,1464,24204,12,1,0
22021,3770,TCP,744,54625,10,1,1
5320,4830,ICMP,391,14764,4,0,0
12974,1551,ICMP,1051,58015,9,1,1
59682,297,UDP,1124,10357,9,1,0
63320,8490,TCP,586,2355,10,0,1
29381,6148,ICMP,137,6181,1,1,0
32913,1996,ICMP,1145,20950,11,0,1
38803,7881,ICMP,515,43715,11,1,1
44381,1785,UDP,393,16432,6,1,0
12705,56,UDP,1443,26720,1,1,0
40269,8725,UDP,898,9819,9,0,1
6936,5198,UDP,819,37565,9,0,1
39019,8632,TCP,1118,52920,6,1,0
30480,8386,ICMP,947,49692,3,1,0
60770,6880,TCP,1483,3630,7,0,0
22370,455,ICMP,667,54438,1,1,0
14548,4177,ICMP,1206,39192,9,0,1
10068,4469,TCP,715,14897,0,1,1
60777,5547,UDP,294,12756,11,0,0
22022,2472,TCP,775,38365,1,0,0
25151,5349,ICMP,1263,43063,12,0,0
5583,4176,UDP,537,8474,1,1,0
53138,4260,ICMP,656,56795,14,1,0
22628,7567,UDP,109,38860,4,0,0
15586,8297,TCP,1122,48225,14,0,0
23473,4289,ICMP,268,883,10,0,0
61503,5745,UDP,1352,26805,10,1,0
53745,6907,UDP,390,23693,8,1,0
59545,1769,UDP,295,37820,4,0,0
15232,4553,TCP,111,2061,10,1,0
52451,2112,TCP,1022,55578,8,1,0
34880,3344,UDP,419,28609,2,0,1
42385,5625,UDP,525,13861,1,0,0
2210,1295,ICMP,587,38165,5,1,1
45006,8777,ICMP,919,25678,9,1,1
16334,6520,ICMP,215,3854,4,1,0
62238,301,TCP,1201,10220,14,1,0
60367,4205,TCP,760,30423,0,1,1
44115,2084,ICMP,1033,58216,11,0,0
6342,2662,UDP,1068,1736,11,0,1
22638,3149,ICMP,1326,36264,8,1,0
29851,1653,TCP,762,9744,3,1,1
19053,4775,UDP,1069,3156,3,1,1
21972,2399,UDP,560,40532,5,0,1
18281,369,TCP,1139,33659,10,0,1
45175,677,UDP,649,5538,7,0,0
11767,3052,UDP,1375,35899,6,1,0
50933,1821,TCP,139,2680,6,1,1
36637,3375,ICMP,1233,26750,0,0,0
10786,7916,UDP,66,39345,2,0,0
36408,8126,TCP,606,8850,7,1,0
1528,8501,UDP,884,6591,14,1,0
8747,3003,ICMP,789,24313,1,0,1
12525,3410,UDP,1172,37208,11,0,1
53075,5464,TCP,1039,21115,3,0,0
61964,1109,ICMP,468,19160,12,1,0
9459,6180,ICMP,1447,11171,8,0,1
16609,3362,ICMP,1284,31223,7,1,1
59526,6110,TCP,1130,59104,6,0,0
10908,1136,UDP,639,14760,0,1,1
53178,4209,ICMP,424,28558,8,1,0
13195,4794,ICMP,61,33079,11,1,0
54453,6191,UDP,1362,12954,1,0,1
6215,1226,UDP,1035,54289,5,1,1
23408,8812,UDP,875,11593,7,1,1
16696,6468,ICMP,1047,28157,2,0,0
24231,6306,TCP,259,19141,8,0,1
65125,5694,ICMP,1073,49919,5,1,1
34226,8740,UDP,1323,21585,12,0,0
14514,4414,UDP,503,6276,12,0,0
11533,6031,ICMP,270,52680,13,0,1
6714,5366,TCP,1235,18139,6,1,0
19522,6582,ICMP,228,19024,6,0,1
9947,5000,UDP,1432,31250,9,0,1
49864,1913,TCP,277,53563,6,0,0
64781,8619,UDP,795,21527,9,1,0
41636,3513,UDP,871,46221,6,1,0
22999,817,ICMP,555,46570,6,1,0
60881,5336,TCP,682,40859,5,1,1
6023,7131,TCP,1172,37858,14,1,0
55246,1159,ICMP,124,31877,4,1,0
48388,8525,UDP,250,50825,10,0,0
19171,8501,TCP,1189,32804,6,1,1
30027,360,UDP,1236,19903,8,1,0
18453,4375,UDP,516,12437,13,0,1
59520,1145,ICMP,608,2783,5,0,1
47390,7120,ICMP,114,13171,3,0,0
60107,929,TCP,873,30994,1,1,0
9119,535,UDP,905,19852,9,1,0
54085,4336,ICMP,1332,21458,12,0,1
6141,8763,ICMP,1005,10246,5,1,0
62582,8910,TCP,824,20933,4,1,1
46207,6196,TCP,574,15206,9,0,0
15173,264,ICMP,512,31316,1,1,0
23973,7466,TCP,1242,2459,14,0,0
13418,1900,TCP,841,46164,0,1,1
32974,7607,ICMP,1093,50566,11,0,1
41997,8597,TCP,992,55501,3,1,1
8880,8193,TCP,40,6422,6,1,1
24593,3266,UDP,1245,11002,14,1,0
42551,2270,TCP,1069,12614,1,0,0
39733,5017,TCP,566,7783,5,0,0
61877,2473,ICMP,1147,11093,10,1,0
48254,4939,TCP,902,24841,10,0,0
61916,722,ICMP,436,8435,9,1,1
49256,8484,TCP,716,49453,1,1,0
48840,8490,ICMP,1170,33696,0,0,0
11855,537,ICMP,42,14932,13,0,1
18789,6120,UDP,360,57721,14,1,0
47605,926,TCP,1109,4634,8,1,0
9090,3037,ICMP,575,21158,12,1,1
41686,2834,TCP,611,52845,1,1,0
59748,2440,TCP,181,43004,7,0,0
41922,6373,TCP,1165,42643,10,0,0
40595,1181,UDP,615,56097,4,1,1
22098,2039,UDP,1058,33978,10,1,0
3794,4104,ICMP,489,35040,14,1,0
22184,403,UDP,1265,44544,8,0,0
26785,8117,UDP,1305,44345,13,1,0
64314,865,TCP,188,24134,3,1,0
25514,499,TCP,520,10699,13,1,0
28879,2429,TCP,203,31146,11,1,1
34874,5274,UDP,1498,46774,13,1,1
28528,1961,UDP,721,25756,12,0,0
43135,3869,TCP,187,13546,14,1,0
34082,3946,ICMP,816,23725,7,1,0
27314,377,ICMP,915,13071,12,1,0
16873,4415,UDP,444,57058,13,1,0
44341,5749,UDP,510,14169,10,0,0
26546,5064,TCP,1474,27027,4,1,0
20636,3683,UDP,959,2176,11,0,0
65272,3445,ICMP,1421,34560,0,1,0
62872,6666,ICMP,948,20171,5,0,0
48356,4791,ICMP,718,51889,6,1,0
48683,1481,ICMP,857,26794,3,0,0
63806,3106,UDP,498,1589,1,0,0
34040,1452,TCP,1095,12080,9,1,0
34065,5718,UDP,1217,52282,0,0,1
19560,6525,TCP,761,46390,13,0,0
50342,8063,TCP,676,2797,0,1,0
14445,687,ICMP,1269,33993,0,1,1
48135,5185,UDP,284,46752,11,1,1
27796,6360,TCP,986,1941,5,0,0
22839,7023,ICMP,947,5209,3,0,0
63999,8043,TCP,1471,56805,2,0,0
22652,3239,ICMP,939,4094,9,1,0
53841,6752,ICMP,1268,30501,8,0,0
33526,5285,TCP,1130,41104,12,0,0
11783,112,TCP,546,38410,6,1,1
2971,3474,ICMP,682,3519,10,1,0
34549,322,UDP,382,34879,9,1,1
26794,6491,ICMP,219,29203,10,1,1
1508,1270,UDP,688,23050,3,1,1
5444,2167,ICMP,478,39041,6,1,0
12936,1479,TCP,1016,4056,4,0,0
31353,8094,TCP,555,45547,13,0,1
25041,4684,ICMP,498,49920,9,0,1
19205,6907,ICMP,744,10511,13,0,0
6155,7218,UDP,1455,56985,0,0,0
22200,8536,UDP,971,34928,12,0,0
9637,6191,UDP,781,12979,2,0,0
50897,1705,UDP,1249,8311,14,1,0
33327,7088,TCP,681,17410,7,0,0
37292,7934,TCP,1127,56544,8,0,0
44369,464,TCP,1082,19802,4,0,1
5430,8277,TCP,1482,45175,8,0,0
13020,2628,TCP,256,15496,4,0,1
48261,8030,ICMP,480,49637,7,0,1
18788,5742,TCP,979,52441,6,0,0
45955,2243,TCP,1264,32232,3,0,0
34733,2337,TCP,874,57718,2,1,1
59026,7460,UDP,808,43371,1,1,1
59881,6239,ICMP,607,36325,13,1,0
18697,4720,TCP,754,54451,0,0,0
42905,5086,ICMP,1298,54264,2,1,0
23992,6190,ICMP,307,55390,10,0,1
10917,4378,ICMP,191,27582,6,1,0
61973,8259,TCP,713,2555,5,1,0
46455,5253,ICMP,1472,36116,6,1,0
47349,7761,TCP,500,15770,10,0,1
61826,6596,ICMP,685,5488,0,0,1
15096,4340,TCP,875,29652,3,0,1
39822,1135,TCP,272,26340,3,0,0
38879,8287,TCP,1267,9225,8,1,0
45806,7131,UDP,288,1140,3,0,1
7168,6975,ICMP,720,8676,7,0,1
46754,3787,TCP,232,50482,6,1,0
17345,420,ICMP,1024,18183,12,1,0
31491,2032,ICMP,345,21417,3,0,1
47125,846,ICMP,591,30407,14,0,1
56221,1264,TCP,1060,11789,7,1,0
28906,981,TCP,565,36218,14,0,1
37558,1904,TCP,1214,22709,12,1,0
45614,7437,TCP,997,51775,5,1,0
36754,6896,TCP,664,55272,9,1,0
59702,6932,UDP,868,32092,7,1,1
35617,1333,UDP,1105,25533,8,0,0
46472,4630,ICMP,509,42508,0,1,1
8694,3726,TCP,1420,17213,0,0,1
55208,8640,UDP,561,14594,2,1,1
39649,2126,TCP,306,58723,11,0,0
30856,1385,ICMP,89,58711,9,0,0
22464,8111,ICMP,853,30324,5,0,0
61939,8733,TCP,1489,4838,7,1,0
15298,4837,TCP,1469,45147,6,0,1
21515,3414,ICMP,1070,36301,6,1,0
18868,3913,UDP,1099,35059,1,1,0
42243,3559,TCP,904,6544,2,1,1
59706,8466,TCP,589,39724,2,0,0
15016,3088,UDP,885,47309,13,1,1
12919,7501,TCP,1411,50350,1,0,0
11977,4295,TCP,528,31325,1,0,1
31277,5147,TCP,380,1068,6,1,0
4845,8387,UDP,661,59957,10,1,1
52523,6006,UDP,654,48479,0,1,1
7385,6441,ICMP,734,41220,12,1,1
50076,4007,TCP,517,38602,6,0,1
44776,7106,ICMP,1011,42434,8,1,0
55933,8581,UDP,374,5949,10,1,1
28070,359,UDP,229,29145,10,1,1
25354,8942,TCP,740,24403,13,0,0
32050,7742,ICMP,1176,1388,4,1,0
42680,5505,UDP,673,26632,5,1,1
43481,7342,ICMP,1098,16374,3,1,0
4315,5902,ICMP,285,10276,6,0,1
63578,7526,TCP,835,4720,13,1,1
56645,3841,TCP,1039,43271,14,1,1
32074,7985,ICMP,947,40704,11,0,0
43453,8195,ICMP,203,40689,2,0,1
57996,1895,ICMP,1109,26140,1,0,0
58364,2489,TCP,606,49431,2,1,0
29163,73,ICMP,1379,40629,8,1,0
40027,2460,TCP,1117,19255,10,1,1
46541,8884,TCP,1281,41732,7,0,0
36129,6661,UDP,701,43864,3,1,0
4654,5245,UDP,892,14947,10,0,1
9858,2294,ICMP,664,24617,1,1,0
25927,543,TCP,1279,34098,2,1,1
35678,6330,UDP,1333,54429,14,0,1
31008,3930,TCP,60,24144,4,1,1
1816,7804,ICMP,1290,4694,10,1,1
17718,8690,TCP,715,23787,0,1,1
26389,498,UDP,843,30747,10,1,0
24277,3576,UDP,745,14408,4,0,1
45709,4598,TCP,992,28599,11,1,1
58229,2479,TCP,316,42184,4,1,1
59380,1562,UDP,410,40584,4,1,1
15941,6134,TCP,201,11534,4,1,0
64716,3132,UDP,705,1282,2,0,0
19314,440,UDP,1121,43079,3,1,0
8454,7602,UDP,331,37290,9,1,0
58397,6241,TCP,1196,37519,12,0,0
2680,8886,TCP,1282,10562,4,0,1
35838,1482,ICMP,1457,53141,13,1,1
15837,4975,TCP,787,16421,7,1,0
9893,2083,UDP,846,1082,14,1,0
9166,8169,TCP,883,54282,10,0,1
14391,5984,ICMP,364,741,5,0,0
27116,887,UDP,448,2010,1,0,0
53268,942,TCP,1316,8578,9,1,0
3647,7890,TCP,882,23386,12,0,0
17429,7262,TCP,1227,39942,13,1,1
34206,1955,ICMP,1406,26615,13,0,1
53370,2101,UDP,1221,35961,12,1,0
47245,5981,TCP,470,45965,4,0,0
18533,1642,TCP,762,48993,7,0,0
